id,hautpflege_haeufigkeit,produkt_sonnenschutz,produkt_duschgel,produkt_seife,produkt_gesichtsreinigung,produkt_gesichtscreme,produkt_lotion,produkt_deo,produkt_bodyspray,medien_podcasts,medien_tv,medien_socialmedia,medien_internet,medien_print,nutzen_sensitiv,nutzen_duft,nutzen_medizinisch,nutzen_lfs,nutzen_reinigend,nutzen_feuchtigkeit,eigenschaft_nachhaltig,eigenschaft_natürlich,eigenschaft_vegan,eigenschaft_mikroplastik,eigenschaft_marke,eigenschaft_günstig,kauf_frequenz,kauf_budget,kauf_ort,ex_nutzen,ex_herstellung,anker,kauf,zahlungsbereitschaft,geschlecht,alter,erwerbsstatus,einkommen
543,täglich,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, regelmäßig","ja, vereinzelt","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst",3,6,6,5,,4,5,5,6,,4,4,mehrmals im Monat,100 Euro oder mehr,Apotheke oder spezialisierter Fachhandel,0,1,0,Ja,25,,24,Studium,
544,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, regelmäßig","nein, nicht bewusst","ja, regelmäßig","ja, regelmäßig","ja, regelmäßig",,6,5,5,3,4,5,4,3,4,4,4,mehrmals im Monat,25 Euro bis weniger als 50 Euro,Drogerien,1,0,1,Nein,23,weiblich,22,Studium,400
545,mehrmals wöchentlich,"ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nie","nein, nie","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","ja, regelmäßig","nein, nicht bewusst","ja, regelmäßig","ja, vereinzelt",3,4,3,6,4,2,4,4,4,4,6,6,einmal im Monat,10 Euro bis weniger als 25 Euro,Apotheke oder spezialisierter Fachhandel,1,0,1,Nein,11,männlich,27,Sonstiges,1300
546,seltener,"nein, nie","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nie","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt",6,4,,2,2,1,4,4,1,1,6,5,mehrmals im Monat,weniger als 10 Euro,,0,1,0,Nein,11,männlich,28,Studium,600
547,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal",,"ja, manchmal","ja, regelmäßig","ja, regelmäßig","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst",5,5,4,6,5,3,4,5,5,4,5,,mehrmals im Monat,25 Euro bis weniger als 50 Euro,Drogerien,0,1,1,Nein,21,weiblich,24,Studium,400
548,mehrmals wöchentlich,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst",5,6,6,6,5,3,5,6,3,4,5,6,nie,weniger als 10 Euro,Supermarkt,1,0,0,Ja,14,divers,23,Erwerbstätigkeit,3600
549,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",,3,6,6,5,6,3,6,6,6,4,6,6,,0 Euro,,0,1,0,Nein,7,männlich,19,Ausbildung,
550,nie,,,,,,,,,"nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",4,3,4,5,3,5,4,4,3,3,,4,mehrmals im Monat,weniger als 10 Euro,Supermarkt,0,0,0,Nein,2,männlich,20,Sonstiges,1700
551,nie,,,,,,,,,"nein, nicht bewusst","nein, nicht bewusst",,"ja, vereinzelt",,4,5,6,6,6,5,6,4,6,4,6,6,einmal im Monat,weniger als 10 Euro,Supermarkt,0,1,0,Nein,10,weiblich,32,Erwerbstätigkeit,
552,täglich,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","ja, vereinzelt","ja, vereinzelt",3,6,,4,5,3,5,4,2,1,4,5,einmal im Monat,10 Euro bis weniger als 25 Euro,,0,0,0,Nein,9,weiblich,,Studium,700
553,seltener,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst",3,4,6,6,6,1,6,6,6,6,6,6,nie,weniger als 10 Euro,Drogerien,1,1,0,Ja,30,weiblich,19,,100
554,täglich,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","ja, regelmäßig","ja, vereinzelt","ja, regelmäßig",5,6,6,6,6,4,6,6,6,4,6,6,einmal im Monat,10 Euro bis weniger als 25 Euro,Drogerien,1,1,1,Ja,29,männlich,,Ausbildung,500
555,täglich,"nein, nie","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, manchmal","nein, nie","nein, nicht bewusst","ja, regelmäßig","ja, regelmäßig","nein, nicht bewusst","ja, regelmäßig",1,1,5,2,5,4,1,,4,5,4,5,mehrmals im Monat,50 Euro bis weniger als 100 Euro,Drogerien,1,0,0,Ja,21,weiblich,27,Erwerbstätigkeit,5000
556,seltener,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst",2,6,6,6,6,4,6,6,6,6,6,6,seltener,0 Euro,Supermarkt,0,0,1,Nein,10,männlich,24,Studium,500
557,täglich,"nein, nie","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst",3,4,4,,5,3,3,5,5,5,5,4,einmal im Monat,25 Euro bis weniger als 50 Euro,Drogerien,1,0,0,Ja,13,weiblich,24,Studium,200
558,mehrmals wöchentlich,"nein, nie","ja, sehr regelmäßig","ja, manchmal","nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt",,"ja, regelmäßig",4,6,4,2,4,4,6,4,5,4,4,3,wöchentlich,50 Euro bis weniger als 100 Euro,Drogerien,0,1,1,Nein,24,männlich,20,Studium,700
559,mehrmals wöchentlich,"ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","ja, regelmäßig","ja, vereinzelt",5,6,3,,4,3,5,4,4,3,5,4,mehrmals im Monat,10 Euro bis weniger als 25 Euro,Supermarkt,1,0,1,Nein,18,weiblich,25,Studium,300
560,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","ja, regelmäßig","nein, nicht bewusst","ja, regelmäßig","ja, vereinzelt","ja, vereinzelt",4,6,6,,5,3,6,6,4,6,6,6,mehrmals im Monat,25 Euro bis weniger als 50 Euro,Drogerien,0,1,0,Ja,21,weiblich,19,Ausbildung,600
561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst",6,6,5,6,4,4,6,6,3,4,4,6,einmal im Monat,weniger als 10 Euro,Supermarkt,1,1,0,Ja,21,divers,29,Erwerbstätigkeit,3700
563,nie,,,,,,,,,"nein, nicht bewusst",,"nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst",4,4,6,6,6,5,6,6,6,6,6,6,nie,0 Euro,Supermarkt,0,0,1,Nein,10,weiblich,18,Sonstiges,2200
564,mehrmals wöchentlich,"nein, nie","nein, nie","ja, sehr regelmäßig","nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt",1,4,2,3,2,3,4,4,3,1,4,4,einmal im Monat,10 Euro bis weniger als 25 Euro,Supermarkt,0,1,1,Nein,13,weiblich,24,Erwerbstätigkeit,
565,täglich,"nein, nie","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal",,"nein, nie",,"ja, vereinzelt","ja, regelmäßig","ja, regelmäßig","nein, nicht bewusst",1,5,5,2,6,4,6,,4,5,2,2,einmal im Monat,100 Euro oder mehr,Drogerien,0,0,0,Ja,18,weiblich,24,Studium,400
566,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, regelmäßig","ja, vereinzelt","ja, vereinzelt",5,4,4,4,6,4,5,4,4,5,4,6,einmal im Monat,,Drogerien,0,0,0,Nein,6,weiblich,29,Erwerbstätigkeit,5000
567,seltener,"ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nie","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst",3,5,5,4,4,2,4,4,4,4,4,4,nie,weniger als 10 Euro,Supermarkt,1,0,1,Nein,16,weiblich,31,Studium,300
568,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",5,4,6,6,6,3,4,6,6,4,6,6,mehrmals im Monat,10 Euro bis weniger als 25 Euro,Supermarkt,1,0,0,,13,weiblich,30,,4100
569,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst","ja, vereinzelt",3,6,6,6,6,3,6,6,6,3,6,6,nie,weniger als 10 Euro,Supermarkt,0,1,0,Ja,14,weiblich,18,Ausbildung,500
570,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","ja, manchmal","nein, nie","ja, sehr regelmäßig","nein, nie",,"ja, vereinzelt","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst",4,4,4,,5,3,4,4,,4,,4,wöchentlich,50 Euro bis weniger als 100 Euro,Apotheke oder spezialisierter Fachhandel,0,1,0,Ja,20,männlich,18,Schule,100
571,,"nein, nie","ja, sehr regelmäßig","ja, manchmal","nein, nie","ja, manchmal","nein, nie","ja, sehr regelmäßig","nein, nie","ja, regelmäßig","ja, vereinzelt","ja, regelmäßig","ja, regelmäßig","ja, regelmäßig",3,5,,4,4,4,5,4,4,4,,4,einmal im Monat,25 Euro bis weniger als 50 Euro,Drogerien,0,1,1,Nein,21,männlich,20,Studium,400
572,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig",,"ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",5,4,3,6,6,3,6,5,,2,6,6,einmal im Monat,10 Euro bis weniger als 25 Euro,Drogerien,1,0,1,Nein,22,weiblich,,Erwerbstätigkeit,3400
573,täglich,"ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","nein, nie","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nicht bewusst","ja, vereinzelt","ja, regelmäßig","ja, regelmäßig","nein, nicht bewusst",3,6,3,5,4,2,4,5,5,4,,6,mehrmals im Monat,50 Euro bis weniger als 100 Euro,Apotheke oder spezialisierter Fachhandel,0,1,0,Ja,20,weiblich,22,Erwerbstätigkeit,1500
574,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig",,"nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","ja, regelmäßig","nein, nicht bewusst",4,5,4,6,3,4,5,5,2,6,5,4,mehrmals im Monat,10 Euro bis weniger als 25 Euro,Supermarkt,1,0,1,Nein,13,weiblich,24,Erwerbstätigkeit,4700
575,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","ja, vereinzelt",4,4,5,6,5,4,3,3,5,4,4,4,seltener,,Apotheke oder spezialisierter Fachhandel,1,0,0,Ja,19,weiblich,22,Ausbildung,600
576,seltener,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt",3,4,4,4,4,4,5,5,5,6,4,4,einmal im Monat,10 Euro bis weniger als 25 Euro,Supermarkt,0,1,1,Nein,22,weiblich,27,Ausbildung,500
577,seltener,"ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","ja, manchmal","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst",4,5,5,6,5,4,4,6,4,5,4,6,seltener,0 Euro,Supermarkt,1,0,1,Nein,9,männlich,21,Studium,400
578,nie,,,,,,,,,"nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",4,4,3,2,6,6,5,5,4,2,6,6,wöchentlich,10 Euro bis weniger als 25 Euro,Online_Handel,0,1,0,Nein,5,,28,Erwerbstätigkeit,3800
579,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",4,6,4,5,4,4,6,5,6,4,5,6,seltener,weniger als 10 Euro,Supermarkt,0,0,1,Nein,8,weiblich,18,Schule,100
580,mehrmals wöchentlich,"ja, manchmal","ja, manchmal","ja, manchmal","ja, manchmal","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","ja, regelmäßig","ja, vereinzelt","ja, regelmäßig","nein, nicht bewusst","nein, nicht bewusst",3,3,3,4,4,3,4,6,4,3,5,4,einmal im Monat,10 Euro bis weniger als 25 Euro,Supermarkt,1,1,1,Nein,21,weiblich,28,Studium,500
581,seltener,"ja, manchmal","ja, manchmal","nein, nie","nein, nie","nein, nie","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst",2,,3,5,3,2,4,5,5,4,4,2,seltener,10 Euro bis weniger als 25 Euro,,1,1,0,Ja,20,weiblich,27,Erwerbstätigkeit,1700
582,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt",3,6,6,6,6,4,6,6,6,4,6,,seltener,,Supermarkt,1,0,0,Ja,20,weiblich,24,Erwerbstätigkeit,4100
583,seltener,"nein, nie","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","nein, nie","nein, nie","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst",1,6,3,6,6,2,4,6,5,,4,6,einmal im Monat,0 Euro,Supermarkt,1,0,0,Nein,3,männlich,25,Studium,600
584,seltener,"nein, nie","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst",3,5,6,4,4,3,6,6,4,6,4,6,seltener,weniger als 10 Euro,Supermarkt,1,0,1,Nein,17,weiblich,31,Erwerbstätigkeit,
585,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst",4,5,4,6,4,3,4,6,4,4,5,6,einmal im Monat,10 Euro bis weniger als 25 Euro,Apotheke oder spezialisierter Fachhandel,0,1,1,Nein,17,weiblich,24,Studium,
586,,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","nein, nie","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","ja, regelmäßig","nein, nicht bewusst",3,4,5,6,4,2,5,5,1,6,4,6,mehrmals im Monat,10 Euro bis weniger als 25 Euro,Drogerien,1,0,1,Nein,12,divers,21,Studium,600
587,seltener,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","nein, nie","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst",4,2,4,5,6,1,4,4,5,4,4,4,nie,10 Euro bis weniger als 25 Euro,Apotheke oder spezialisierter Fachhandel,0,1,1,Nein,,weiblich,18,Ausbildung,900
588,seltener,"ja, sehr regelmäßig","nein, nie","ja, manchmal","nein, nie","nein, nie","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt",5,4,2,,2,1,5,3,2,1,4,6,mehrmals im Monat,weniger als 10 Euro,Supermarkt,0,1,0,Ja,13,männlich,29,Erwerbstätigkeit,4000
589,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt",4,5,5,6,6,1,4,4,6,3,6,6,seltener,10 Euro bis weniger als 25 Euro,Apotheke oder spezialisierter Fachhandel,0,1,0,Ja,15,divers,,Erwerbstätigkeit,600
590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","nein, nie","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","ja, vereinzelt","ja, regelmäßig","nein, nicht bewusst","nein, nicht bewusst",4,5,4,6,6,3,6,6,6,5,6,6,mehrmals im Monat,25 Euro bis weniger als 50 Euro,Drogerien,0,1,1,Nein,15,weiblich,25,Studium,400
592,mehrmals wöchentlich,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst",4,6,6,6,4,4,6,5,5,6,3,3,mehrmals im Monat,10 Euro bis weniger als 25 Euro,Supermarkt,1,0,0,Nein,10,männlich,25,Studium,500
593,mehrmals wöchentlich,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","ja, vereinzelt","ja, regelmäßig","ja, vereinzelt","ja, regelmäßig","nein, nicht bewusst",3,4,4,5,6,4,4,3,4,5,5,3,mehrmals im Monat,50 Euro bis weniger als 100 Euro,Drogerien,1,0,0,Ja,13,weiblich,25,Erwerbstätigkeit,3900
594,seltener,"ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst",,6,6,6,4,3,6,6,4,5,6,6,nie,0 Euro,Supermarkt,0,1,1,Nein,10,weiblich,24,Studium,
595,mehrmals wöchentlich,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig",,"ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst",,6,6,6,6,4,6,3,6,6,6,6,seltener,weniger als 10 Euro,Supermarkt,1,1,0,Ja,30,männlich,24,Studium,700
596,täglich,"ja, manchmal","ja, sehr regelmäßig",,"nein, nie","nein, nie","nein, nie","ja, sehr regelmäßig","nein, nie","ja, regelmäßig",,"ja, regelmäßig","ja, vereinzelt","ja, regelmäßig",,3,3,5,3,2,4,2,4,2,2,3,mehrmals im Monat,25 Euro bis weniger als 50 Euro,Supermarkt,1,1,1,Ja,28,divers,23,Ausbildung,800
597,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, regelmäßig",2,6,4,6,6,3,6,6,6,5,6,,einmal im Monat,25 Euro bis weniger als 50 Euro,Apotheke oder spezialisierter Fachhandel,1,0,0,Ja,21,weiblich,25,Studium,200
598,seltener,"nein, nie","ja, sehr regelmäßig","ja, manchmal","nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst",3,3,2,4,3,3,4,5,4,5,4,5,einmal im Monat,weniger als 10 Euro,Drogerien,0,1,1,Nein,9,männlich,23,Ausbildung,800
599,täglich,"nein, nie","ja, sehr regelmäßig","ja, manchmal","nein, nie","ja, manchmal","ja, manchmal","ja, manchmal","nein, nie","ja, regelmäßig","ja, vereinzelt",,"ja, vereinzelt","ja, regelmäßig",5,3,3,4,3,4,,3,3,3,5,,mehrmals im Monat,100 Euro oder mehr,Apotheke oder spezialisierter Fachhandel,1,0,0,Ja,22,weiblich,21,Studium,600
600,mehrmals wöchentlich,"nein, nie","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nie","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst",4,1,1,1,4,3,2,3,3,2,3,5,einmal im Monat,10 Euro bis weniger als 25 Euro,Drogerien,1,0,1,Nein,14,divers,,Sonstiges,
601,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",5,4,5,5,6,,6,6,5,6,6,6,einmal im Monat,weniger als 10 Euro,Supermarkt,0,1,0,Ja,14,weiblich,29,Ausbildung,800
602,nie,,,,,,,,,"nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",5,6,6,6,6,6,,6,6,6,6,6,nie,0 Euro,Supermarkt,0,0,0,Nein,4,weiblich,21,Erwerbstätigkeit,600
603,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","ja, manchmal","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst",4,5,5,6,5,3,6,6,3,4,4,6,einmal im Monat,0 Euro,Supermarkt,0,1,0,Nein,5,männlich,18,Ausbildung,
604,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nicht bewusst","nein, nicht bewusst",,"nein, nicht bewusst","ja, vereinzelt",3,6,6,4,6,3,6,4,4,6,6,5,seltener,weniger als 10 Euro,Supermarkt,1,1,1,Nein,24,weiblich,20,Studium,500
